wkt_wgs84,x_wgs84,y_wgs84,country,province,district,municipality,postcode,object_type,object_type_name,veracity_score,accessibility,state,otar_id,name,description,wikidata,wikidata_url,wikipedia,wikipedia_url,published
POINT (20.204732396 50.524694341),20.204732396,50.524694341,Polska,świętokrzyskie,jędrzejowski,Wodzisław,28-330,K01.20.10,Pałace,fair,limited,good,K01.20.10.BJYKFE,Pałac Wodzisław-Brzezie,"Pałacyk w Brzeziu wzniesiono jako budowlę o funkcji obronnej, której nadano reprezentacyjną formę w stylu palladiańskim. Dziewięciotraktowy obiekt wyróżnia centralnie usytuowana wieża oraz charakterystyczna latarnia w dachu. Wokół zachowały się pozostałości parku z klonami i kasztanowcami oraz część dawnych zabudowań folwarcznych. Obecnie pałacyk stanowi zachowany element historycznego zespołu rezydencjonalno-gospodarczego.",n/a,n/a,n/a,n/a,2026-08-14
POINT (22.60870632 50.171435615),22.60870632,50.171435615,Polska,podkarpackie,przeworski,Sieniawa,37-530,K01.20.10,Pałace,good,full,excellent,K01.20.10.CQ4DLT,Pałac w Sieniawie,"Pałac w Sieniawie wzniesiono w XVIII w. jako barokową rezydencję rodu Czartoryskich. Założenie obejmuje reprezentacyjny korpus pałacowy z oficynami, dziedzińcem i rozległym parkiem krajobrazowym. W kolejnych stuleciach obiekt był przebudowywany i modernizowany, zachowując rezydencjonalny charakter. Obecnie pałac jest odrestaurowany i pełni funkcje hotelowe, konferencyjne oraz reprezentacyjne.",Q11815031,https://www.wikidata.org/wiki/Q11815031,pl:Pałac w Sieniawie,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Sieniawie,2026-08-14
POINT (17.541597084 54.614066015),17.541597084,54.614066015,Polska,pomorskie,słupski,Główczyce,76-220,K01.20.10,Pałace,good,limited,excellent,K01.20.10.CX352S,Pałac w Wolinii,"Pałac w Wolinii powstał na miejscu dawnego grodziska. Jego początki sięgają XV w. W II połowie XVIII w. pałac gruntownie przebudowano, a w XIX w. rozwinęli go Puttkamerowie. Barokowa budowla składała się z korpusu i dwóch symetrycznych skrzydeł z rokokowymi szczytami. Obecnie zachowały się skrzydła północne i wschodnie, fragment zachodniego, park z cennym starodrzewem oraz ruiny neogotyckiego grobowca.",n/a,n/a,n/a,n/a,2026-08-14
POINT (17.276142921 52.502473033),17.276142921,52.502473033,Polska,wielkopolskie,poznański,Pobiedziska,62-010,K01.20.10,Pałace,good,limited,good,K01.20.10.D4BZ24,Pałac w Pomarzanowicach,"Pałac w Pomarzanowicach wzniesiono w XVIII w. jako barokową rezydencję szlachecką, na miejscu dawnego dworu obronnego. Budowla miała regularną, reprezentacyjną bryłę i była otoczona założeniem parkowym. W kolejnych stuleciach pałac przebudowywano i dostosowywano do nowych funkcji, zacierając część pierwotnych cech stylowych. Obecnie obiekt jest zachowany jako element zabytkowego zespołu rezydencjonalnego.",Q11815015,https://www.wikidata.org/wiki/Q11815015,pl:Pałac w Pomarzanowicach,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Pomarzanowicach,2026-08-14
POINT (15.614924702 51.116070882),15.614924702,51.116070882,Polska,dolnośląskie,lwówecki,Lwówek Śląski,59-600,K01.20.10,Pałace,good,partial,excellent,K01.20.10.DFSEMU,Zamek w Płakowicach,"Pałac z 1550 r. powstały z przebudowy zamku z 2. poł. XIV w. Zamek w Płakowicach powstał w XVI w. na miejscu wcześniejszego dworu obronnego z XV w. W latach 15501563 został wzniesiony jako renesansowa rezydencja obronna rodu Talkenbergów. W późniejszych wiekach był przebudowywany i zmieniał właścicieli, m.in. należał do rodów Schaffgotsch i Hochberg. Po wojnach napoleońskich utracił część dawnego wystroju, a w XIX w. został przekształcony na szpital psychiatryczny.",Q9386718,https://www.wikidata.org/wiki/Q9386718,pl:Zamek w Płakowicach,https://pl.wikipedia.org/wiki/Zamek_w_P%C5%82akowicach,2026-08-14
POINT (16.182684779 50.979687936),16.182684779,50.979687936,Polska,dolnośląskie,jaworski,Paszowice,59-411,K01.20.10,Pałace,good,limited,good,K01.20.10.DJFW1S,Pałac w Wiadrowie,"Dawny zamek został zdobyty i spalony podczas wojen husyckich, a jego pozostałości prawdopodobnie wykorzystano przy budowie XVI-wiecznego dworu. W 1770 roku obiekt został przebudowany na pałac należący do dr. Waltera Josepha, zachowując elementy wcześniejszej rezydencji. Pałac powstał w wyniku przekształcenia renesansowego dworu z XVI wieku.",Q20034015,https://www.wikidata.org/wiki/Q20034015,pl:Pałac w Wiadrowie,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Wiadrowie,2026-08-14
POINT (16.897887921 51.783273153),16.897887921,51.783273153,Polska,wielkopolskie,gostyński,Poniec,63-805,K01.20.10,Pałace,good,full,excellent,K01.20.10.DMLRD1,Pałac w Rokosowie,"Pałac w Rokosowie (Zamkk w Rokosowie) wzniesiono w latach 1849–1854 jako neogotycką rezydencję rodu Mycielskich według projektu Friedricha Augusta Stülera. Budowla ma regularną, monumentalną bryłę z narożnymi wieżami, krenelażem i detalem inspirowanym architekturą średniowieczną, a całość otacza park krajobrazowy. Po 1945 r. obiekt pełnił różne funkcje. Obecnie jest odrestaurowany i mieści ośrodek konferencyjno-szkoleniowy.",Q11815024,https://www.wikidata.org/wiki/Q11815024,pl:Pałac w Rokosowie,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Rokosowie,2026-08-14
POINT (16.881333355 50.52132928),16.881333355,50.52132928,Polska,dolnośląskie,ząbkowicki,Kamieniec Ząbkowicki,57-230,K01.20.10,Pałace,good,full,excellent,K01.20.10.E1VRRR,Pałac w Kamieńcu Ząbkowickim,"Monumentalny pałac w Kamieńcu Ząbkowickim powstał w XIX wieku w stylu neogotyckim z inicjatywy Marianny Orańskiej według projektu Karla Friedricha Schinkla. Budowę rozpoczęto w 1838 roku, a zakończono w 1872 roku. Po zniszczeniach wojennych i latach zaniedbań obiekt jest obecnie sukcesywnie odnawiany. Choć oficjalnie jest to pałac, jego potężne wieże, blanki i obronny styl sprawiają, że wygląda jak średniowieczny zamek.",Q2241816,https://www.wikidata.org/wiki/Q2241816,pl:Pałac w Kamieńcu Ząbkowickim,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Kamie%C5%84cu_Z%C4%85bkowickim,2026-08-14
POINT (22.770932705 51.337913081),22.770932705,51.337913081,Polska,lubelskie,łęczyński,Spiczyn,21-077,K01.20.10,Pałace,good,limited,good,K01.20.10.EA2E4A,Pałac w Kijanach,"Pałac Sonnenbergów w Kijanach powstał około 1850 roku na reliktach XVII-wiecznego zamku, a około 1880 roku został gruntownie przebudowany w stylu neorenesansowym według projektu Apoloniusza Pawła Nieniewskiego dla Stanisława Sonnenberga. Dwukondygnacyjną rezydencję wyróżnia arkadowy portyk podtrzymujący taras oraz posągi bogiń Ateny i Demeter przy głównym wejściu. Pałac otacza rozległy park krajobrazowy z aleją lipową.",Q30099826,https://www.wikidata.org/wiki/Q30099826,n/a,n/a,2026-08-14
POINT (18.934041831 50.915525752),18.934041831,50.915525752,Polska,śląskie,kłobucki,Kłobuck,42-100,K01.20.10,Pałace,good,limited,good,K01.20.10.F1Z16J,Pałac Chrystiana von Haugwitza w Kłobucku,"Kłobuck otrzymał prawa miejskie najprawdopodobniej już w XIII wieku, a ich potwierdzenie nastąpiło w 1339 roku za panowania Kazimierza Wielkiego. W XV wieku miasto zostało otoczone systemem umocnień. Na jego terenie znajdowała się również zamkowa siedziba, która w XIX wieku została przekształcona w stylu neogotyckim.",Q11814983,https://www.wikidata.org/wiki/Q11814983,pl:Pałac w Kłobucku,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_K%C5%82obucku,2026-08-14
POINT (19.172851 53.463487),19.172851,53.463487,Polska,kujawsko-pomorskie,grudziądzki,Świecie nad Osą,86-342,K01.20.10,Pałace,good,limited,good,K01.20.10.FFZMWT,Pałac w Lisnowie,"Pierwotny pałac wzniesiono prawdopodobnie jako budowlę obronną z inicjatywy Pawła von Biberstein-Orzechowskiego, ukończony w 1696 r. (o czym świadczył kartusz nad wejściem, zniszczony podczas remontu w latach 1969-70); obecny eklektyczny kształt nadał mu August Peterson, który nabył majątek w 1836 r. i rok później dostawił piętrową przybudówkę.",Q29975597,https://www.wikidata.org/wiki/Q29975597,n/a,n/a,2026-08-14
POINT (15.827904595 51.035509055),15.827904595,51.035509055,Polska,dolnośląskie,złotoryjski,Świerzawa,59-540,K01.20.10,Pałace,fair,limited,bad,K01.20.10.FH1WVK,Pałac w Sokołowcu Dolnym,"W miejscu obecnych ruin pałacu znajdował się wcześniej średniowieczny zamek, wzmiankowany w 1426 roku. Został on zniszczony podczas najazdów husyckich. Na jego miejscu w późniejszym okresie wzniesiono rezydencję pałacową, której obecna forma pochodzi z początku XIX wieku.",Q20033993,https://www.wikidata.org/wiki/Q20033993,pl:Pałac w Sokołowcu Dolnym,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Soko%C5%82owcu_Dolnym,2026-08-14
POINT (18.616189324 49.881469125),18.616189324,49.881469125,Polska,śląskie,cieszyński,Zebrzydowice,43-410,K01.20.10,Pałace,good,partial,excellent,K01.20.10.FSBA39,Pałac w Zebrzydowicach,"Najstarsze dzieje zamku sięgają końca XIII wieku, kiedy powstała tu pierwsza warownia. Przez kolejne stulecia obiekt wielokrotnie zmieniał właścicieli, a w połowie XVIII wieku przeszedł w ręce rodziny Mattencloit. Nowi właściciele przeprowadzili szeroko zakrojoną przebudowę, nadając dawnej budowli formę barokowego pałacu. Po opuszczeniu rezydencji przez ostatniego właściciela w 1945 roku obiekt został zdewastowany i częściowo rozgrabiony.",Q16587116,https://www.wikidata.org/wiki/Q16587116,pl:Pałac w Zebrzydowicach,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Zebrzydowicach,2026-08-14
POINT (16.281912635 51.745132124),16.281912635,51.745132124,Polska,lubuskie,wschowski,Szlichtyngowa,67-407,K01.20.10,Pałace,good,partial,good,K01.20.10.FYBK9R,Pałac w Jędrzychowicach,"Historia tego miejsca sięga średniowiecza, kiedy znajdowała się tutaj obronna warownia. Badania wykazały, że najstarsze fragmenty obecnego założenia mają około 800 lat. W 1776 roku na miejscu dawnego zamku wzniesiono pałac, który zachował się do dziś. Obiekt pozostaje własnością prywatną.",Q11814959,https://www.wikidata.org/wiki/Q11814959,pl:Pałac w Jędrzychowicach (powiat wschowski),https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_J%C4%99drzychowicach_%28powiat_wschowski%29,2026-08-14
POINT (19.90915586 50.075336137),19.90915586,50.075336137,Polska,małopolskie,Kraków,Kraków,30-078,K01.20.10,Pałace,good,partial,excellent,K01.20.10.FZ3G92,Pałac Królewski w Łobzowie,"Dawny Pałac Królewski na Łobzowie (zlokalizowany w krakowskiej dzielnicy Krowodrza, przy ul. Podchorążych 1) to historyczna letnia rezydencja polskich monarchów. Jej początki sięgają XIV wieku, kiedy to z polecenia Kazimierza Wielkiego wzniesiono w tym miejscu gotycki zamek. Na przestrzeni kolejnych stuleci obiekt przechodził istotne metamorfozy architektoniczne.",Q11814791,https://www.wikidata.org/wiki/Q11814791,pl:Pałac Królewski w Łobzowie,https://pl.wikipedia.org/wiki/Pa%C5%82ac_Kr%C3%B3lewski_w_%C5%81obzowie,2026-08-14
POINT (17.025334271 51.618866921),17.025334271,51.618866921,Polska,wielkopolskie,rawicki,Pakosław,63-921,K01.20.10,Pałace,good,limited,good,K01.20.10.G647SM,Pałac Czarneckich w Golejewku,"Rozległe założenie pałacowo-parkowo-folwarczne ukształtowane na bazie późnośredniowiecznego dworu obronnego, położone w Golejewku. Pierwotnie gród Czestram (wzmiankowany w bulli papieża Innocentego II z 1136 r.), od 1486 do 1663 r. własność rodu Awdańców-Chojeńskich; w 1496 r. pierwsza wzmianka o dworze, w 1620 r.",n/a,n/a,n/a,n/a,2026-08-14
POINT (15.652900261 51.720187955),15.652900261,51.720187955,Polska,lubuskie,nowosolski,Kożuchów,67-120,K01.20.10,Pałace,good,partial,excellent,K01.20.10.GBVC5P,Pałac w Solnikach,"Pałac w Solnikach to klasycystyczna rezydencja powstała na początku XIX wieku z inicjatywy generała Wilhelma von Dobschutza, w wyniku przebudowy renesansowego dworu obronnego z połowy XVI wieku. W XIX i na początku XX wieku pałac rozbudowano m.in. o wieżę, taras i werandę. Rezydencję otacza zabytkowy park z oranżerią i oficynami. Obecnie pałac jest własnością prywatną, został odrestaurowany i pełni funkcję hotelowo-eventową.",Q19401167,https://www.wikidata.org/wiki/Q19401167,pl:Pałac w Solnikach,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Solnikach,2026-08-14
POINT (18.464468959 54.687839562),18.464468959,54.687839562,Polska,pomorskie,pucki,Puck,84-100,K01.20.10,Pałace,good,partial,excellent,K01.20.10.GGS234,Pałac w Rzucewie,"W Rzucewie w średniowieczu znajdował się zamek krzyżacki, który z czasem uległ zniszczeniu. Po odbudowie obiekt został przystosowany do nowych funkcji i działały w nim hotel oraz restauracja. Obecny pałac powstał w latach 1840-1845 dla rodu von Below według projektu Friedricha Augusta Stülera. Rezydencja stanęła na miejscu wcześniejszych założeń pałacowych, które istniały tu od XVII wieku i były kolejno przebudowywane. Obiekt jest częścią zespołu pałacowo-folwarcznego.",Q30651439,https://www.wikidata.org/wiki/Q30651439,pl:Pałac w Rzucewie,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Rzucewie,2026-08-14
POINT (17.192450499 51.195382313),17.192450499,51.195382313,Polska,dolnośląskie,wrocławski,Długołęka,55-095,K01.20.10,Pałace,good,limited,fair,K01.20.10.GKJTED,Pałac Sybilli w Szczodrem,"Pałac Sybilli w Szczodrem powstał w XVII w., a w XIX stuleciu został gruntownie rozbudowany i przekształcony w monumentalną rezydencję o cechach neogotyckich i neorenesansowych. Założenie obejmowało rozbudowany korpus, wieże, tarasy i bogato ukształtowane elewacje, otoczone rozległym parkiem. Po 1945 r. pałac uległ dewastacji i częściowej rozbiórce. Obecnie zachowały się jedynie fragmenty dawnej rezydencji i pozostałości parku.",Q24941836,https://www.wikidata.org/wiki/Q24941836,pl:Pałac Sybilli w Szczodrem,https://pl.wikipedia.org/wiki/Pa%C5%82ac_Sybilli_w_Szczodrem,2026-08-14
POINT (16.131483234 51.131396057),16.131483234,51.131396057,Polska,dolnośląskie,legnicki,Krotoszyce,59-223,K01.20.10,Pałace,good,partial,excellent,K01.20.10.HHD76D,Pałac w Warmątowicach Sienkiewiczowskich,"Pałac powstał na miejscu renesansowego zamku z początku XVII wieku, który w XVIII wieku został przebudowany na barokową rezydencję. Przez lata należał do różnych właścicieli, a na początku XX wieku Alfred von Olszewski zapisał majątek Henrykowi Sienkiewiczowi, który jednak nie przyjął spadku. Podczas II wojny światowej pałac został zniszczony, a od 1995 roku znajduje się w rękach prywatnych.",Q24945038,https://www.wikidata.org/wiki/Q24945038,pl:Pałac w Warmątowicach Sienkiewiczowskich,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Warm%C4%85towicach_Sienkiewiczowskich,2026-08-14
POINT (21.480715652990682 50.05774192994749),21.480715652990682,50.05774192994749,Polska,podkarpackie,dębicki,Dębica,39-200,K01.20.10,Pałace,good,limited,fair,K01.20.10.HY5GGN,Kaplica z basztą w Zawadzie,"Zamek w Zawadzie to historyczna rezydencja, której początki sięgają II połowy XVI wieku i wiążą się z rodem Ligęzów. Pierwotnie była to czterobasztowa budowla obronna, która na przestrzeni wieków należała do Przebędowskich, Radziwiłłów i ostatecznie Raczyńskich. W XIX wieku hrabia Atanazy Raczyński podjął się gruntownej odbudowy obiektu z ruin, nadając mu styl neogotycki. Projekt fasady wschodniej opracował wybitny pruski architekt Karl Friedrich Schinkel.",n/a,n/a,n/a,n/a,2026-08-14
POINT (16.750072049 50.979101798),16.750072049,50.979101798,Polska,dolnośląskie,wrocławski,Kąty Wrocławskie,55-080,K01.20.10,Pałace,good,limited,bad,K01.20.10.JXFAHT,Pałac w Kamionnej,"Obiekt w Kamionnej to ruiny dawnej rezydencji, której korzenie sięgają średniowiecznej wieży mieszkalnej. W 1571 roku rodzina von Seidlitz rozbudowała ją w renesansowy dwór obronny na wodzie. W latach 1740-1744 z inicjatywy rodu von Kalckreuth dwór przebudowano na okazały, barokowy pałac. Od lat 80. XX wieku budynek pozostaje opuszczony i znajduje się w stanie zaawansowanej ruiny.",Q24945626,https://www.wikidata.org/wiki/Q24945626,pl:Pałac w Kamionnej,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Kamionnej,2026-08-14
POINT (15.976556382 50.867997444),15.976556382,50.867997444,Polska,dolnośląskie,kamiennogórski,Marciszów,58-410,K01.20.10,Pałace,good,full,excellent,K01.20.10.K4TH4U,Pałac w Ciechanowicach,"Najstarsze wzmianki potwierdzają, że w 1451 roku znajdował się tutaj zamek. Z przekazów historycznych wynika, że został on sprzedany Hansowi z Mysłowa. Dawna warownia nie przetrwała do naszych czasów i nie zachowały się po niej żadne widoczne pozostałości. W miejscu zamku stoi pałac z początku XVIII wieku, powstały w wyniku przebudowy XVI-wiecznej warowni.",Q20033916,https://www.wikidata.org/wiki/Q20033916,pl:Pałac w Ciechanowicach,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Ciechanowicach,2026-08-14
POINT (15.849860083 50.846638471),15.849860083,50.846638471,Polska,dolnośląskie,karkonoski,Mysłakowice,58-533,K01.20.10,Pałace,good,partial,excellent,K01.20.10.KDH424,Zamek w Karpnikach,"Pierwsza warownia powstała tutaj już w XIV wieku, prawdopodobnie z inicjatywy Henryka Czirna, właściciela Płoniny i Sokolca. Obiekt na przestrzeni dziejów był wielokrotnie przebudowywany, a obecny wygląd zawdzięcza przekształceniom z 1846 roku. Kolejne prace remontowe prowadzono w 1962 roku, a w 1978 roku zamek zaadaptowano na potrzeby ośrodka wypoczynkowego. Obecnie jest to odrestaurowany, zachowany w całości obiekt, w którym działa hotel.",Q2241006,https://www.wikidata.org/wiki/Q2241006,pl:Zamek w Karpnikach,https://pl.wikipedia.org/wiki/Zamek_w_Karpnikach,2026-08-14
POINT (21.975596256 51.150845566),21.975596256,51.150845566,Polska,lubelskie,opolski,Opole Lubelskie,24-300,K01.20.10,Pałace,good,partial,excellent,K01.20.10.KE2V9P,Pałac w Opolu Lubelskim,"Pierwotnie w miejscu obecnego pałacu znajdował się średniowieczny zamek rodu Słupeckich, wzniesiony prawdopodobnie w XIVXV w. Była to obronna siedziba otoczona fosą i fortyfikacjami, posiadająca m.in. dwie wieże. Około 1613 r. Feliks Słupecki przebudował ją na reprezentacyjną rezydencję magnacką. W latach 1737-1743 pałac został przebudowany w stylu barokowym dla wojewody lubelskiego Jana Tarły.",Q26988706,https://www.wikidata.org/wiki/Q26988706,pl:Pałac w Opolu Lubelskim,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Opolu_Lubelskim,2026-08-14
POINT (16.935583356 50.772021308),16.935583356,50.772021308,Polska,dolnośląskie,strzeliński,Kondratowice,57-150,K01.20.10,Pałace,good,partial,excellent,K01.20.10.KF8FQL,Pałac w Kondratowicach,"Historia rezydencji w Kondratowicach sięga XVI wieku, kiedy około 1550 roku wzniesiono tutaj renesansowy zamek otoczony wodą. Około 1740 roku obiekt został przekształcony w barokowy pałac, zmieniając swój pierwotny obronny charakter na reprezentacyjną siedzibę. W 1651 roku właścicielem tutejszego majątku został Mikołaj Henel z Prudnika. Pałac stanowi część większego zespołu zabudowań, obejmującego również park i ogród gospodarczy z XIX wieku oraz dawne budynki folwarczne.",Q19401137,https://www.wikidata.org/wiki/Q19401137,pl:Pałac w Kondratowicach,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Kondratowicach,2026-08-14
