object_type,name,country,province,district,municipality,post_code,nearest_address,state,accessibility,veracity_score,description,wikipedia,wikidata
K01.20.30 - Dwory inne,Dwór w Jeżewie,Polska,wielkopolskie,gostyński,Borek Wielkopolski,63-810,"wielkopolskie, gostyński, Borek Wielkopolski, Jeżewo 1",,,,,,
K01.20.30 - Dwory inne,Nekla,Polska,wielkopolskie,wrzesiński,Nekla,62-330,"wielkopolskie, wrzesiński, Nekla, Nekla, Poznańska 33",good,partial,good,"Dwór w Nekli to eklektyczna rezydencja wzniesiona około 1870 roku dla rodziny Żółtowskich herbu Ogończyk. Budynek, stylizowany na włoską willę, wyróżnia się urozmaiconą bryłą, drewnianym gankiem oraz charakterystyczną wieżyczką. Otacza go zabytkowy park z cennym starodrzewem i jedną z najstarszych grusz w Polsce – „Józefinką”. Po II wojnie światowej mieściły się tu m.in. ośrodek zdrowia, biblioteka i przedszkole. Obecnie dwór jest własnością gminy i przechodzi renowację.",pl:Dwór w Nekli,Q9213464
K01.20.30 - Dwory inne,Dwór w Sokołowicach,Polska,wielkopolskie,wolsztyński,Przemęt,64-234,"wielkopolskie, wolsztyński, Przemęt, Sokołowice 1",,,,,,
K01.20.30 - Dwory inne,Kurcew,Polska,wielkopolskie,jarociński,Kotlin,63-220,"wielkopolskie, jarociński, Kotlin, Kurcew 44",,,,,,
K01.20.20 - Dwory szlacheckie,Dwór w Charbinie,Polska,wielkopolskie,słupecki,Powidz,62-430,"wielkopolskie, słupecki, Powidz, Charbin 1",,,,,,
K01.20.30 - Dwory inne,Wiekowo,Polska,wielkopolskie,gnieźnieński,Witkowo,62-230,"wielkopolskie, gnieźnieński, Witkowo, Wiekowo 71",,,,,,
K01.20.20 - Dwory szlacheckie,Dwór w Wodzicznej,Polska,wielkopolskie,kępiński,Trzcinica,63-620,"wielkopolskie, kępiński, Trzcinica, Teklin 2",,,,,,
K01.20.30 - Dwory inne,Kociałkowa Górka,Polska,wielkopolskie,poznański,Pobiedziska,62-010,"wielkopolskie, poznański, Pobiedziska, Kociałkowa Górka 20",,,,,,
K01.20.30 - Dwory inne,Skubarczewo,Polska,wielkopolskie,słupecki,Orchowo,62-436,"wielkopolskie, słupecki, Orchowo, Skubarczewo 4",,,,,,
K01.20.30 - Dwory inne,Dwór Chojno,Polska,wielkopolskie,rawicki,Pakosław,63-921,"wielkopolskie, rawicki, Pakosław, Chojno 47",,,,,,
K01.20.30 - Dwory inne,Żółcz,Polska,wielkopolskie,gnieźnieński,Niechanowo,62-220,"wielkopolskie, gnieźnieński, Niechanowo, Żółcz 1",good,limited,fair,Dwór w Żółczu wzniesiono pod koniec XIX wieku w stylu klasycystycznym. Parterowy budynek wyróżnia reprezentacyjny czterokolumnowy portyk z trójkątnym frontonem i balkonem. Rezydencję otacza park krajobrazowy oraz pozostałości dawnego zespołu folwarcznego.,,
K01.20.30 - Dwory inne,Dwór Baszyny,Polska,wielkopolskie,krotoszyński,Krotoszyn,63-714,"wielkopolskie, krotoszyński, Krotoszyn, Baszyny 11",,,,,,
K01.20.30 - Dwory inne,Winna Góra,Polska,wielkopolskie,średzki,Środa Wielkopolska,63-013,"wielkopolskie, średzki, Środa Wielkopolska, Winna Góra 11",,,,,,
K01.20.30 - Dwory inne,Zdziechowice,Polska,wielkopolskie,średzki,Środa Wielkopolska,63-011,"wielkopolskie, średzki, Środa Wielkopolska, Zdziechowice 1",,,,,,
K01.20.30 - Dwory inne,Dwór Hanulin,Polska,wielkopolskie,kępiński,Kępno,63-600,"wielkopolskie, kępiński, Kępno, Hanulin 7",,,,,,
K01.20.30 - Dwory inne,Dwór w Łopiennie,Polska,wielkopolskie,gnieźnieński,Mieleszyn,62-212,"wielkopolskie, gnieźnieński, Mieleszyn, Łopienno 119",,,,,,
K01.20.30 - Dwory inne,Dwór w Popowie Tomkowie,Polska,wielkopolskie,gnieźnieński,Mieleszyn,62-212,"wielkopolskie, gnieźnieński, Mieleszyn, Popowo Tomkowe 35",,,,,,
K01.20.30 - Dwory inne,Dwór w Reczy,Polska,kujawsko-pomorskie,żniński,Rogowo,88-420,"kujawsko-pomorskie, żniński, Rogowo, Recz 12A",,,,,,
K01.20.30 - Dwory inne,Dwór Krzyżanki,Polska,wielkopolskie,gostyński,Pępowo,63-830,"wielkopolskie, gostyński, Pępowo, Krzyżanki 34",,,,,,
K01.20.30 - Dwory inne,Dwór w Marzeninie,Polska,wielkopolskie,wrzesiński,Września,62-301,"wielkopolskie, wrzesiński, Września, Marzenin, Parkowa 4",,,,,,
K01.20.30 - Dwory inne,Dwór Pokrzywnica,Polska,wielkopolskie,śremski,Dolsk,63-140,"wielkopolskie, śremski, Dolsk, Pokrzywnica 9",,,,,,
K01.20.30 - Dwory inne,Dwór w Rogaczewie Małym,Polska,wielkopolskie,kościański,Krzywiń,64-010,"wielkopolskie, kościański, Krzywiń, Rogaczewo Małe 4",,,,,,
K01.20.30 - Dwory inne,Sokolniki,Polska,łódzkie,zgierski,Ozorków,95-035,"łódzkie, zgierski, Ozorków, Sokolniki-Parcela 5",,,,,,
K01.20.30 - Dwory inne,Dwór w Domaradzynie,Polska,łódzkie,zgierski,Głowno,95-015,"łódzkie, zgierski, Głowno, Domaradzyn 31",,,,,,
K01.20.30 - Dwory inne,Dwór Osiny I,Polska,łódzkie,brzeziński,Dmosin,95-061,"łódzkie, brzeziński, Dmosin, Osiny 136A",good,limited,fair,"Widoczny jedynie z drogi, zza ogrodzenia. Obecnie własność prywatna jako budynek mieszkalny",,
K01.20.30 - Dwory inne,Trzcianna,Polska,łódzkie,skierniewicki,Nowy Kawęczyn,96-115,"łódzkie, skierniewicki, Nowy Kawęczyn, Trzcianna 56",,,,,,
K01.20.30 - Dwory inne,Gzików,Polska,łódzkie,sieradzki,Błaszki,98-235,"łódzkie, sieradzki, Błaszki, Gzików 42a",,,,,,
K01.20.30 - Dwory inne,Wojciechów,Polska,łódzkie,radomszczański,Gomunice,97-545,"łódzkie, radomszczański, Gomunice, Wojciechów, Fabryczna 1",,,,,,
K01.20.10 - Pałace,Pałac Neogotycki Ujazd,Polska,łódzkie,tomaszowski,Ujazd,97-225,"łódzkie, tomaszowski, Ujazd, Ujazd, Parkowa 1",good,partial,good,"Pałac w Ujeździe został wzniesiony w 1812 roku na miejscu dawnego zamku, którego początki sięgają pierwszej połowy XV wieku. Pierwotna warownia składała się z czworoboku murów oraz budynku mieszkalnego i w XVII stuleciu została przekształcona w barokową rezydencję. Do dziś z zamku zachował się jedynie fragment gotyckiego muru o wymiarach około 12 × 3 m, odkryty podczas badań archeologicznych i włączony w frontową ścianę pałacu. Obiekt otacza rozległy park, a gęsty drzewostan sprawia, że budynek jest częściowo ukryty wśród zieleni. Przy pałacu nie ma parkingu.",,
K01.20.30 - Dwory inne,Galewice,Polska,łódzkie,wieruszowski,Galewice,98-405,"łódzkie, wieruszowski, Galewice, Galewice, Parkowa 21",excellent,full,good,"Klasycystyczny dwór Czapskich z II połowy XIX w. w Galewicach (łódzkie). Posiada czterokolumnowy ganek i otoczony jest pięknym parkiem. 2025r - dworek po remoncie, mieści się w nim Urząd Stanu Cywilnego.",n/a,n/a
K01.20.30 - Dwory inne,Plugawice,Polska,wielkopolskie,ostrzeszowski,Doruchów,63-505,"wielkopolskie, ostrzeszowski, Doruchów, Plugawice 1",,,,,,
K01.20.20 - Dwory szlacheckie,Dwór w Charłupi Wielkiej,Polska,łódzkie,sieradzki,Wróblew,98-285,"łódzkie, sieradzki, Wróblew, Charłupia Wielka 102",,,,,,
K01.20.30 - Dwory inne,Dziwle,Polska,łódzkie,piotrkowski,Grabica,97-306,"łódzkie, piotrkowski, Grabica, Dziwle 3",,,,,,
K01.20.30 - Dwory inne,Dwór Żeromin,Polska,łódzkie,łódzki wschodni,Tuszyn,95-080,"łódzkie, łódzki wschodni, Tuszyn, Żeromin, Stara Wieś 1",,,,,,
K01.20.20 - Dwory szlacheckie,Karłowiec,Polska,dolnośląskie,lwówecki,Mirsk,59-630,"dolnośląskie, lwówecki, Mirsk, Karłowiec 1",,,,,pl:Dwór w Karłowcu,Q30055290
K01.30.10 - Zamki,Zamek Gryf w Proszówce,Polska,dolnośląskie,lwówecki,Gryfów Śląski,59-620,"dolnośląskie, lwówecki, Gryfów Śląski, Proszówka 11",fair,full,fair,"Bardzo dobrze zachowany zespół obronny w typie zamku górskiego, położony na szczycie Zamkowej Góry (462 m.n.p.m.).",pl:Zamek Gryf,Q765569
K01.20.30 - Dwory inne,Sierakówek,Polska,kujawsko-pomorskie,mogileński,Jeziora Wielkie,88-324,"kujawsko-pomorskie, mogileński, Jeziora Wielkie, Sierakówek 1",,,,,,
K01.20.30 - Dwory inne,Szadłowice,Polska,kujawsko-pomorskie,inowrocławski,Gniewkowo,88-140,"kujawsko-pomorskie, inowrocławski, Gniewkowo, Szadłowice 1",,,,,,
K01.20.30 - Dwory inne,Skalmierowice,Polska,kujawsko-pomorskie,inowrocławski,Gniewkowo,88-140,"kujawsko-pomorskie, inowrocławski, Gniewkowo, Skalmierowice 18",,,,,,
K01.20.30 - Dwory inne,Różnowo I,Polska,kujawsko-pomorskie,chełmiński,Chełmno,86-200,"kujawsko-pomorskie, chełmiński, Chełmno, Różnowo 5",,,,,,
K01.20.30 - Dwory inne,Płutowo,Polska,kujawsko-pomorskie,chełmiński,Kijewo Królewskie,86-253,"kujawsko-pomorskie, chełmiński, Kijewo Królewskie, Płutowo 6",,,,,,
K01.20.30 - Dwory inne,Nogat,Polska,kujawsko-pomorskie,grudziądzki,Łasin,86-320,"kujawsko-pomorskie, grudziądzki, Łasin, Nogat 17",,,,,,
K01.20.30 - Dwory inne,Szarlej,Polska,kujawsko-pomorskie,inowrocławski,Kruszwica,88-150,"kujawsko-pomorskie, inowrocławski, Kruszwica, Szarlej 1",,,,,,
K01.20.30 - Dwory inne,Szymborno,Polska,kujawsko-pomorskie,chełmiński,Kijewo Królewskie,86-253,"kujawsko-pomorskie, chełmiński, Kijewo Królewskie, Szymborno 31",excellent,limited,good,"Dwór w Szymbornie powstał w XIX wieku jako siedziba właścicieli majątku ziemskiego. Jest to parterowy budynek o prostej, klasycystycznej formie z dachem dwuspadowym. Po II wojnie światowej majątek rozparcelowano, a dwór prawdopodobnie przeznaczono na mieszkania. Do dziś zachował historyczną bryłę, choć wymaga remontu. Stanowi cenny przykład wiejskiej architektury dworskiej ziemi chełmińskiej.",,
K01.20.20 - Dwory szlacheckie,Grzybno,Polska,kujawsko-pomorskie,brodnicki,Bobrowo,87-327,"kujawsko-pomorskie, brodnicki, Bobrowo, Grzybno 17",,,,,,
K01.20.30 - Dwory inne,Wichulec,Polska,kujawsko-pomorskie,brodnicki,Bobrowo,87-327,"kujawsko-pomorskie, brodnicki, Bobrowo, Wichulec 19",,,,,,
K01.20.30 - Dwory inne,Bagdad,Polska,wielkopolskie,pilski,Wyrzysk,89-300,"wielkopolskie, pilski, Wyrzysk, Bagdad 1",excellent,,,,,
K01.20.30 - Dwory inne,Redecz Kalny,Polska,kujawsko-pomorskie,włocławski,Lubraniec,87-890,"kujawsko-pomorskie, włocławski, Lubraniec, Redecz Kalny 53",,,,,,
K01.20.20 - Dwory szlacheckie,Złotniki,Polska,kujawsko-pomorskie,żniński,Rogowo,88-420,"kujawsko-pomorskie, żniński, Rogowo, Złotniki 2",,,,,,
K01.20.30 - Dwory inne,Kościelna Wieś,Polska,kujawsko-pomorskie,radziejowski,Osięciny,88-220,"kujawsko-pomorskie, radziejowski, Osięciny, Kościelna Wieś 37",,,,,,
K01.20.30 - Dwory inne,Dwór Załachowo,Polska,kujawsko-pomorskie,żniński,Łabiszyn,89-210,"kujawsko-pomorskie, żniński, Łabiszyn, Załachowo 18",,,,,,
K01.20.30 - Dwory inne,Murczynek,Polska,kujawsko-pomorskie,żniński,Żnin,88-400,"kujawsko-pomorskie, żniński, Żnin, Murczynek 5",,,,,,
K01.20.30 - Dwory inne,Wielka Komorza,Polska,kujawsko-pomorskie,tucholski,Tuchola,89-500,"kujawsko-pomorskie, tucholski, Tuchola, Wielka Komorza 18",,,,,,
K01.20.20 - Dwory szlacheckie,Twierdzyń,Polska,kujawsko-pomorskie,mogileński,Mogilno,88-300,"kujawsko-pomorskie, mogileński, Mogilno, Twierdziń 14",good,,,"tyczny dwór wybudowany krótko po 1900 r. dla ówczesnego właściciela Ottona Rotha. Piętrowy budynek o tynkowanych elewacjach z dekoracyjnym, ceglanym detalem. Obecnie budynek mieszkalny.",,
K01.20.30 - Dwory inne,Dobrylewo,Polska,kujawsko-pomorskie,żniński,Żnin,88-400,"kujawsko-pomorskie, żniński, Żnin, Dobrylewo 8",,,,,,
K01.20.30 - Dwory inne,Adamów,Polska,lubelskie,zamojski,Adamów,22-442,"lubelskie, zamojski, Adamów, Adamów 12",excellent,n/a,good,,,
K01.20.30 - Dwory inne,Dwór Kajetana Koźmiana w Piotrowicach,Polska,lubelskie,lubelski,Strzyżewice,23-107,"lubelskie, lubelski, Strzyżewice, Piotrowice 94",,,,,,
K01.20.30 - Dwory inne,Dwór Dworzyska,Polska,lubelskie,krasnostawski,Izbica,22-375,"lubelskie, krasnostawski, Izbica, Dworzyska 57",,,,,,
K01.20.30 - Dwory inne,Dwór Żminne,Polska,lubelskie,parczewski,Siemień,21-220,"lubelskie, parczewski, Siemień, Żminne 28",,,,,,
K01.20.30 - Dwory inne,Wola Gałęzowska,Polska,lubelskie,lubelski,Bychawa,23-100,"lubelskie, lubelski, Bychawa, Wola Gałęzowska 116",,,,,,
K01.20.30 - Dwory inne,Uhrusk,Polska,lubelskie,włodawski,Wola Uhruska,22-230,"lubelskie, włodawski, Wola Uhruska, Uhrusk 121",fair,limited,good,"Dwór w Uhrusku to zabytkowy obiekt wchodzący w skład zespołu dworskiego, którego początki sięgają XIX wieku. Budynek powstał po 1850 roku i był siedzibą właścicieli ziemskich oraz centrum dawnego majątku. Zespół obejmuje również budynki gospodarcze i park, tworzące historyczny układ przestrzenny charakterystyczny dla polskich rezydencji ziemiańskich. Obiekt stanowi cenny element dziedzictwa kulturowego regionu nadbużańskiego.",,
K01.30.10 - Zamki,Zamek w Goraju,Polska,wielkopolskie,czarnkowsko-trzcianecki,Czarnków,64-700,"wielkopolskie, czarnkowsko-trzcianecki, Czarnków, Goraj-Zamek 1",excellent,full,good,Neorenesansowy zamek zbudowany na początku XX w.w Puszczy Nadnoteckiej.,pl:Zamek w Goraju,Q9386632
K01.20.30 - Dwory inne,Chocicza Wielka,Polska,wielkopolskie,wrzesiński,Września,62-300,"wielkopolskie, wrzesiński, Września, Chocicza Wielka 12",,,,,,
K01.20.30 - Dwory inne,Boszkowo,Polska,wielkopolskie,leszczyński,Włoszakowice,64-140,"wielkopolskie, leszczyński, Włoszakowice, Boszkowo, Główna 2",,,,,,
K01.20.20 - Dwory szlacheckie,Dwór w Babach,Polska,wielkopolskie,ostrowski,Odolanów,63-430,"wielkopolskie, ostrowski, Odolanów, Baby 4",,,,,,
K01.20.30 - Dwory inne,Dwór Brończyn,Polska,łódzkie,sieradzki,Błaszki,98-235,"łódzkie, sieradzki, Błaszki, Brończyn 21",,,,,,
K01.20.30 - Dwory inne,Dwór Urbanie,Polska,wielkopolskie,obornicki,Oborniki,64-606,"wielkopolskie, obornicki, Oborniki, Urbanie 5",,,,,,
K01.20.30 - Dwory inne,Dwór Sarcz,Polska,wielkopolskie,czarnkowsko-trzcianecki,Trzcianka,64-980,"wielkopolskie, czarnkowsko-trzcianecki, Trzcianka, Dłużewo 2",,,,,,
K01.20.30 - Dwory inne,Dziekanowice,Polska,wielkopolskie,gnieźnieński,Łubowo,62-261,"wielkopolskie, gnieźnieński, Łubowo, Dziekanowice 23B",,,,,,
K01.20.30 - Dwory inne,Podlesie Kościelne,Polska,wielkopolskie,wągrowiecki,Mieścisko,62-290,"wielkopolskie, wągrowiecki, Mieścisko, Podlesie Kościelne 1",,,,,,
K01.20.30 - Dwory inne,Trzaskowo,Polska,wielkopolskie,poznański,Czerwonak,62-005,"wielkopolskie, poznański, Czerwonak, Trzaskowo 4",,,,,,
K01.20.30 - Dwory inne,Dwór w Czachorowie,Polska,wielkopolskie,gostyński,Gostyń,63-800,"wielkopolskie, gostyński, Gostyń, Czachorowo 13",,,,,,
K01.20.30 - Dwory inne,Łabiszynek,Polska,wielkopolskie,gnieźnieński,Gniezno,62-200,"wielkopolskie, gnieźnieński, Gniezno, Łabiszynek 20",,,,,,
K01.20.30 - Dwory inne,Jerka,Polska,wielkopolskie,kościański,Krzywiń,64-010,"wielkopolskie, kościański, Krzywiń, Jerka, Plac Powstańców 5",,,,,,
K01.20.30 - Dwory inne,Wierzbinek,Polska,wielkopolskie,koniński,Wierzbinek,62-610,"wielkopolskie, koniński, Wierzbinek, Wierzbinek, Plac im. Biskupa Romana Andrzejewskiego 1",,,,,,
K01.20.30 - Dwory inne,Lubiatów,Polska,łódzkie,piotrkowski,Wolbórz,97-320,"łódzkie, piotrkowski, Wolbórz, Lubiatów 72",,,,,,
K01.20.30 - Dwory inne,Dwór w Dąbrowie Wielkiej,Polska,łódzkie,sieradzki,Sieradz,98-200,"łódzkie, sieradzki, Sieradz, Dąbrowa Wielka 55C",,,,,,
K01.20.30 - Dwory inne,Świątkowice,Polska,łódzkie,wieruszowski,Lututów,98-360,"łódzkie, wieruszowski, Lututów, Świątkowice 63",excellent,limited,good,"Dwór w Świątkowicach to barokowa rezydencja wzniesiona pod koniec XVIII wieku, uznawana za jeden z najcenniejszych zabytków dawnej architektury dworskiej w centralnej Polsce. Pierwotnie drewniany dwór otacza zabytkowy park krajobrazowy z cennym starodrzewem i aleją grabową. Na przestrzeni lat obiekt był kilkakrotnie odnawiany, zachowując historyczny charakter. Obecnie stanowi własność prywatną i pozostaje cennym świadectwem polskiej architektury rezydencjonalnej.",,
K01.20.30 - Dwory inne,Glina,Polska,łódzkie,tomaszowski,Rzeczyca,97-220,"łódzkie, tomaszowski, Rzeczyca, Glina 5a",,,,,,
K01.20.30 - Dwory inne,Ruiny dworu Kalinowej,Polska,łódzkie,kutnowski,Kutno,99-300,"łódzkie, kutnowski, Kutno, Kalinowa 15",,,,,,
K01.20.30 - Dwory inne,Łęki Kościelne,Polska,łódzkie,kutnowski,Krzyżanów,99-314,"łódzkie, kutnowski, Krzyżanów, Łęki Kościelne 3",good,limited,good,"Dwór w Łękach Kościelnych to wyjątkowa, modrzewiowa rezydencja wzniesiona w drugiej połowie XVIII wieku, prawdopodobnie na miejscu starszego dworu z XVI–XVII wieku. Budynek stoi na kopcu otoczonym fosą, w obrębie XIX-wiecznego parku krajobrazowego, co czyni go jednym z najciekawszych założeń dworskich w Polsce. Zachował późnobarokowe i klasycystyczne cechy architektoniczne, a dzięki starannej konserwacji pozostaje jednym z najlepiej zachowanych drewnianych dworów w regionie. Obecnie jest własnością prywatną.",,
K01.20.30 - Dwory inne,Barczew,Polska,łódzkie,sieradzki,Brzeźnio,98-275,"łódzkie, sieradzki, Brzeźnio, Barczew 1",,,,,,
K01.20.30 - Dwory inne,Dwór w Kościerzynie,Polska,łódzkie,sieradzki,Wróblew,98-285,"łódzkie, sieradzki, Wróblew, Kościerzyn 77",,,,,,
K01.20.30 - Dwory inne,Dwór w Parskach,Polska,łódzkie,łęczycki,Świnice Warckie,99-140,"łódzkie, łęczycki, Świnice Warckie, Parski 35",,,,,,
K01.20.30 - Dwory inne,Paprotnia,Polska,łódzkie,rawski,Sadkowice,96-206,"łódzkie, rawski, Sadkowice, Paprotnia 33",,,,,,
K01.20.30 - Dwory inne,Dwór w Chociwiu,Polska,łódzkie,tomaszowski,Czerniewice,97-216,"łódzkie, tomaszowski, Czerniewice, Chociw 131",,,,,,
K01.30.20 - Dwory obronne,Ruiny dworu obronnego w Bąkowej Górze,Polska,łódzkie,piotrkowski,Ręczno,97-510,"łódzkie, piotrkowski, Ręczno, Bąkowa Góra 82",fair,full,good,"Ruiny zamku w Bąkowej Górze (województwo łódzkie, powiat piotrkowski) to pozostałości dawnej, późnośredniowiecznej siedziby rycerskiej. Choć obiekt często nazywany jest zamkiem, architektonicznie reprezentuje typ ufortyfikowanego dworu obronnego, malowniczo wpisanego w krajobraz wzniesienia nad doliną Pilicy.

Początki murowanej budowli sięgają XV wieku. Za jej fundatora uważa się biskupa włocławskiego Zbigniewa z Oleśnicy lub ród Bąków herbu Zadora, od którego nazwiska pochodzi nazwa miejscowości. Siedziba ta, usytuowana na wysokim wzgórzu, pełniła funkcje obronne, administracyjne oraz mieszkalne. W XVI wieku obiekt przeszedł w ręce rodziny Małachowskich, którzy dokonali jego przebudowy i modernizacji w duchu renesansu. Kres funkcjonowania warowni przyniósł wiek XVII – zamek został zniszczony i opuszczony, prawdopodobnie w wyniku potopu szwedzkiego lub wewnętrznych konfliktów. W XVIII wieku w sąsiedztwie ruin Małachowscy wznieśli nowy, barokowy dwór, a średniowieczne mury zaczęły popadać w zapomnienie. W XX wieku teren uporządkowano i zabezpieczono jako trwałą ruinę.

Konstrukcja pierwotnego zamku została wzniesiona z lokalnego piaskowca i kamienia wapiennego na planie nieregularnego czworoboku. Głównym elementem założenia był piętrowy, podpiwniczony budynek mieszkalny z grubymi murami obwodowymi. Całość była otoczona murem obronnym oraz głęboką fosą, wykorzystującą naturalne, strome ukształtowanie terenu, co czyniło fortalicję trudną do zdobycia.

Współcześnie ruiny w Bąkowej Górze są ogólnodostępne dla turystów i stanowią malowniczy element lokalnego krajobrazu. Do naszych czasów zachowały się potężne fragmenty kamiennych ścian obwodowych z otworami okiennymi, zarysy wewnętrznych podziałów oraz głębokie, sklepione piwnice. Ze wzgórza zamkowego roztacza się imponująca panorama na dolinę Pilicy, co przyciąga w to miejsce miłośników historii i fotografii.",,
K01.20.30 - Dwory inne,Dwór w Sułkowicach Pierwszych,Polska,łódzkie,łęczycki,Piątek,99-120,"łódzkie, łęczycki, Piątek, Sułkowice Pierwsze 29",,,,,,
K01.20.30 - Dwory inne,Stare Byliny,Polska,łódzkie,rawski,Rawa Mazowiecka,96-200,"łódzkie, rawski, Rawa Mazowiecka, Stare Byliny 30",excellent,limited,good,"Dwór w Starych Bylinach to zabytkowa siedziba ziemiańska położona w województwie łódzkim, w powiecie rawskim. Obiekt powstał w połowie XIX wieku z inicjatywy Jana Bogatko i stanowi część zespołu dworsko-parkowego wpisanego do rejestru zabytków. Parterowy dwór z mieszkalnym poddaszem, otoczony pozostałościami XIX-wiecznego parku, zachował charakter dawnej rezydencji wiejskiej. Jego historia związana jest z dziejami majątku Byliny, który na przestrzeni wieków należał do różnych właścicieli szlacheckich.",,
