fid,@id,wkt,x_wgs84,y_wgs84,historic,name,building,addr:housenumber,addr:postcode,castle_type,source:addr,addr:city:simc,addr:place,addr:city,wikidata,source,addr:street,heritage,wikipedia,tourism,heritage:operator,ref:nid,building:levels,start_date,url,description,website,ruins,access,addr:street:sym_ul,image,source:geometry,source:building,name:de,wikimedia_commons,historic:civilization,phone,name:pl,type,alt_name,ref:ckkp,nid:inscription_date,email,name:en,old_name,amenity,roof:shape,addr:country,heritage:website,opening_hours,operator,roof:colour,ref:inspire,roof:levels,building:colour,building:fireproof,building:material,note,barrier,wheelchair,fee,check_date,wikipedia:pl,roof:material,height,mapillary,contact:phone,material,nid:website,addr:housename,building:architecture,name:ru,architect,building:levels:underground,contact:website,contact:email,name:uk,internet_access,layer,loc_name,name:fr,official_name,contact:facebook,name:cs,short_name,name:be,old_name:de,government,man_made,name:es,abandoned,office,social_facility,stars,alt_name:de,alt_name:pl,ele,fixme,name:hu,nid:ref,religion,source_ref,tower:type,building:use,denomination,heritage:since,museum,name:eo,name:zh,ref,toilets:wheelchair,admin_level,area,charge,cuisine,inscription,internet_access:fee,name:it,name:pt,roof:orientation,social_facility:for,year_of_construction
46,relation/6436433,POINT (19.027818232884297 54.0400178),19.027818232884297,54.0400178,castle,Zamek w Malborku,,,,fortress,,0932815,Malbork,,Q71279,,,1,pl:Zamek w Malborku,attraction,whc,,,,,,https://zamek.malbork.pl,,,,,,,Marienburg,Category:Castle in Malbork,,+48 55 647 08 77,Zamek w Malborku,multipolygon,,PM00364,,,Malbork Castle,,,,,https://whc.unesco.org/en/list/847,,,,PL.1.9.ZIPOZ.NID_N_22_UN.61,,,,,,,,,,,,,,,,,,,,,,,,Замок Марієнбург,,,,,,,,,,,,,Castillo de Malbork,,,,,,,,,Malborki vár,,,,,,,,,,,,,,,,,,,,Castelo de Malbork,,,
47,relation/6477272,POINT (22.567400224330058 51.2491646),22.567400224330058,51.2491646,castle,Pałac Pawęczkowskiego,yes,4,20-114,palace,,,,Lublin,,,Noworybna,,,,,,3,1752,,,https://teatrnn.pl/lublin-fotografia/palac-paweczkowskiego-dawny-kosciol-i-klasztor-trynitarzy/,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,relation/6517939,POINT (20.64499192749303 49.7963127),20.64499192749303,49.7963127,castle,Zamek Tropsztyn,yes,,,,,,,,Q9386562,,,2,pl:Zamek Tropsztyn,,nid,A-128/77,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,relation/6708951,POINT (18.125138121039072 50.2276429),18.125138121039072,50.2276429,castle,Pałac Fryderyka von Opersdorffa,yes,2,47-260,palace,,,,Polska Cerekiew,,,Karola Miarki,,,,,,,1617,,"Pałac zbudowany w 1617 roku przez Fryderyka von Opersdorffa. W 1894 roku został przebudowany i odnowiony dla Eberharda Matuszki. Spalony w 1945 roku. - Historia Polskiej Cerkwi sięga czasów rzymskich.
Obecnie zamek jest odbudowany.",,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,relation/6712739,POINT (16.22619959747458 50.958093000000005),16.22619959747458,50.958093000000005,castle,Zamek w Roztoce,yes,3,58-173,palace,dobromierz.e-mapa.net,0852128,,Roztoka,,,Zamkowa,,,,,,,,,,,,private,25547,,geoportal.gov.pl:BDOT,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,relation/7096338,POINT (15.487488453730318 51.201913649999995),15.487488453730318,51.201913649999995,castle,Pałac Ocice,yes,,,palace,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,relation/7213406,POINT (15.19489002272839 53.339118049999996),15.19489002272839,53.339118049999996,castle,Zamek w Pęzinie z XIV i XV w.,yes,75,73-131,,stargardszczecinski.e-mapa.net,0783491,Pęzino,,,,,,,,,,,,,,,,,,,,,Schloss Pansin,,,,,multipolygon,,,,,,,,,,,,,,,,,,,Posiada skrzydła budynku renesansowe oraz gotyckie i neogotyckie co stanowi dużą atrakcję. Mieści się tam także hotel oraz sala bankietowa. Okolice zamku także mają charakter zabytkowy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,relation/7793868,POINT (15.141726158929497 51.639915099999996),15.141726158929497,51.639915099999996,castle,Zamek Dewinów,yes,,,,,,,,Q11814840,,,,pl:Pałac Promnitzów w Żarach,,,,,,"https://polska-org.pl/514032,Zary,Palac_Promnitzow_i_zamek_Dewinow_Bibersteinow.html",https://www.youtube.com/watch?v=Z-YTBB_VGjg,https://wrotalubuskie.eu/PL/obiekt_turystyczny/szczegoly/524/279/Zamek_Dewinow_-_Bibersteinow_w_Zarach/,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,relation/8027535,POINT (19.93712416992843 50.05853165),19.93712416992843,50.05853165,castle,Pałac Wielopolskich,yes,,,palace,,,,,Q11814878,,,,pl:Pałac Wielopolskich w Krakowie,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,relation/8156873,POINT (16.090809734830895 51.667251050000004),16.090809734830895,51.667251050000004,castle,Zamek Książąt Głogowskich,yes,,,,,,,,Q9386534,,,,pl:Zamek Książąt Głogowskich,,,,,,"https://polska-org.pl/546199,Glogow,Zamek_Ksiazat_Glogowskich_Muzeum.html?photoOffset=200",,https://www.muzeum.glogow.pl/,,,,https://photos.app.goo.gl/ziXrKa4jBU3E4zPz7,,,,,,+48 76 8333038,,multipolygon,,,,muzeum@muzeum.glogow.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,relation/9165830,POINT (23.65472166977657 52.0871481),23.65472166977657,52.0871481,castle,Брэсцкая крэпасць,,,,fortress,,,,,Q23868,,,,be:Брэсцкая крэпасць,attraction,,,,,https://youtu.be/3Mshp815caM,Photos: https://openpoimap.org/?map=various&zoom=17&lat=52.08302&lon=23.65507&layers=B00FFFFFFFFFFFFFTFFFFFF,,,,,,,,Brester Festung,,,,Twierdza brzeska,multipolygon,,,,,Brest Fortress,крепость Брест-Литовск,,,,,,,,,,,,,,,,,,Obrona twierdzy brzeskiej (1939),,,,,,,,,Брестская крепость,,,,,,,,,,,,,,Брэсцкая крэпасць,,,,,,,,,Festung Brest-Litowsk,Twierdza Brześć,,,,,,,,,,,,,,,,,,,,,,,,,,
57,relation/9249738,POINT (16.665320159921816 54.07848985),16.665320159921816,54.07848985,castle,Pałac w Wietrznie,yes,8,76-010,,polanow.e-mapa.net,,Wietrzno,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,relation/9446342,POINT (22.649841827167727 49.77634945),22.649841827167727,49.77634945,castle,Zamek w Krasiczynie,castle,178,37-741,palace,emuia.gugik.gov.pl,0604784,Krasiczyn,,Q2969507,,,2,pl:Zamek w Krasiczynie,attraction,,A-321,,1580,https://www.krasiczyn.com.pl/__data/assets/image/0011/37928/parkzima02_125293.jpg.jpg,,https://www.krasiczyn.com.pl/,,,,https://photos.app.goo.gl/H8AUdrLDCRVTLS9fA,,,,"File:Krasiczyn Castle, September 2023 08.jpg",,+48 16 671 83 21,,multipolygon,,,,hotel@krasiczyn.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,relation/9717459,POINT (14.945750594270631 51.47622095),14.945750594270631,51.47622095,castle,Wieża Głodowa,yes,,68-132,defensive,,,,Przewóz,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,relation/9821066,POINT (16.29184603269361 50.84221085),16.29184603269361,50.84221085,castle,Zamek Książ,castle,,,stately,,,,,Q738109,photograph,,2,pl:Zamek Książ,attraction,nid,A/4627/481,,,,,https://www.ksiaz.walbrzych.pl/,,,,,,,Schloss Fürstenstein,,,+48746643827,Zamek Książ,multipolygon,,,,office@ksiaz.walbrzych.pl,,,,,,,,,"#E96B39",,,,,,,,limited,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burg Fürstenstein,,,,,,,https://www.flickr.com/photos/124589265@N07/14161956966/,,,,,,,,,,,,,,,,,,,,
61,relation/10206758,POINT (18.935796494693996 53.38847035),18.935796494693996,53.38847035,castle,Ruiny zamku krzyżackiego,yes,4,87-220,,radzynchelminski.e-mapa.net,0983630,,Radzyń Chełmiński,Q1013618,,Ludwika Waryńskiego,,pl:Zamek w Radzyniu Chełmińskim,attraction,,,,,,,https://zamekradzyn.pl/,yes,,23707,,,,,,,,,multipolygon,,KP00563,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,relation/10665459,POINT (17.889763264175638 50.45293545),17.889763264175638,50.45293545,castle,Pałac w Dobrej,,,,stately,,,,,Q23936658,,,,pl:Zespół pałacowo-parkowy w Dobrej,,,,,,,,,,no,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,relation/10805012,POINT (19.391573998697307 50.29659585),19.391573998697307,50.29659585,castle,Ruiny zamku biskupów krakowskich,ruins,,,stately,,,,,Q9386569,,,2,pl:Zamek biskupów krakowskich w Sławkowie,,nid,A/1394/90,,,,,,castle,,,http://pl.wikipedia.org/wiki/Plik:Slawkow_ruiny_zamku.jpg,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,relation/11859993,POINT (23.651727480521053 52.07406745),23.651727480521053,52.07406745,castle,,,,,fortress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,relation/12774910,POINT (14.561025864526579 53.426194249999995),14.561025864526579,53.426194249999995,castle,Zamek Książąt Pomorskich,public,,,palace,,,,,Q442169,geoportal.szczecin.pl,,2,pl:Zamek Książąt Pomorskich w Szczecinie,attraction,nid,A-805,4,C15..C19;after 1945,https://fotopolska.eu/Zamek_Ksiazat_Pomorskich_Szczecin?map_z=16,,https://zamek.szczecin.pl/,,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Szczecin_zamek4.jpg,,,Schloss der Pommerschen Herzöge,,,+48 91 434 83 00;+48 91 434 83 01;+48 91 434 83 11,Zamek Książąt Pomorskich,multipolygon,,ZP00763,1955-04-22,zamek@zamek.szczecin.pl,Pomeranian Dukes' Castle,,,,,,06:00-23:00,,,,,,,,,,limited,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,relation/13236692,POINT (19.09712111829426 50.812763000000004),19.09712111829426,50.812763000000004,castle,Jasna Góra,,,,fortress,,,,,Q573920,e.czestochowa.pl (wms:ortofoto),,yes,pl:Jasna Góra,attraction,nid,"nr rej. 83, 1198/72, 12/78 z 14 listopada 1947, 20 grudnia 1972, 17 lutego 1978",,1620,"https://fotopolska.eu/69,obiekt.html?map_z=19",Fotomapa http://openpoimap.org/?map=various&zoom=18&lat=50.81246&lon=19.09618&layers=B00FFFFFFFFFFFFFTFFFFFF,https://www.jasnagora.pl/,,,,,,,Klarenberg,,,,Jasna Góra,multipolygon,,SL00110,,,,,,,,,,,,,,,,,,city_wall,,,,,,,,,,,,,Ясная Гора,,,,,,,,,,,,,,,,,,,,,,,Heller Berg,,,,Fényes-hegy (Jasna Góra),,,,,,,,,,,,,,,,,,,,,,,
67,relation/13284251,POINT (18.82012237482106 52.857478650000004),18.82012237482106,52.857478650000004,castle,Ruiny Zamku Biskupów Włocławskich w Raciążku,,,,,,,,,Q9386721,,,2,pl:Zamek w Raciążku,,nid,315,,,,Ruiny Zamku,,castle,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,relation/13466584,POINT (20.22013065786256 51.52375165),20.22013065786256,51.52375165,castle,Zamek Kazimierza Wielkiego,castle,,,defensive,,,,,Q9386645,zamkilodzkie.pl,,,pl:Zamek w Inowłodzu,attraction,,,,,http://www.zamkilodzkie.pl/pliki/inow.htm,Zamek Kazimierza Wielkiego z XIV w.,,yes,,,,,,,Category:Inowłódz Castle,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,relation/14392735,POINT (18.60851760926078 52.197820750000005),18.60851760926078,52.197820750000005,castle,Zamek w Kole,castle,,,defensive,,,,,Q9386653,https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_N_30_BK.361156&rejestr=rejestr-zabytkow,,2,pl:Zamek w Kole,attraction,nid,30/380,,1362,,,,yes,yes,,,,,,File:Ruiny zamku w Kole - ZJ001.jpg,middle-ages,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,relation/14452965,POINT (20.99713328008378 49.9891404),20.99713328008378,49.9891404,castle,Ruiny Zamku Tarnowskich,,,,,,,,,Q9386752,,,,pl:Zamek w Tarnowie,attraction,,,,,,,,yes,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,relation/14769995,POINT (18.803804489756622 52.234314999999995),18.803804489756622,52.234314999999995,castle,Zamek Biskupów Gnieźnieńskich w Borysławicach Zamkowych,castle,,,,,,,,Q9386606,,,2,pl:Zamek w Borysławicach Zamkowych,attraction,nid,379,,1425,,,,yes,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,relation/14923926,POINT (15.572383019148434 52.445087799999996),15.572383019148434,52.445087799999996,castle,Zamek międzyrzecki,yes,,,fortress,,,,,Q9386682,,,,pl:Zamek w Międzyrzeczu,,,,2,1380,https://youtu.be/xHwOv8w1Xco?t=497,,,,,,https://photos.app.goo.gl/uhoAGLBogf5z4NfSA,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,relation/15353774,POINT (16.66638565713416 50.14823135),16.66638565713416,50.14823135,castle,Zamek Althannów w Międzylesiu,yes,42,57-530,stately,,0984226,,Międzylesie,Q9386681,,Plac Wolności,,pl:Zamek w Międzylesiu,,,,,,https://youtu.be/7bU2v9DjHb4,,,,,,,geoportal.gov.pl:BDOT,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,relation/17163076,POINT (17.749636390128348 52.79751215),17.749636390128348,52.79751215,castle,Zamek w Wenecji,ruins,,,,,,,,Q1015621,,,,pl:Zamek w Wenecji,attraction,,,,,,,,,,,,,,,,,,,multipolygon,Ruiny zamku Krwawego Diabła,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,relation/17496260,POINT (20.77229462381971 49.86915965),20.77229462381971,49.86915965,castle,Ruiny Zamku Melsztyn,,,,,,,,,Q6421946,,,2,pl:Zamek w Melsztynie,attraction,nid,A-3/68,,C14,https://zabytek.pl/pl/obiekty/melsztyn-ruiny-zamku,,,yes,,,http://pl.wikipedia.org/wiki/Plik:Melsztyn_a1.jpg,,,,Category:Melsztyn Castle,medieval,,,multipolygon,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,relation/17671058,POINT (19.56213731154238 52.262463600000004),19.56213731154238,52.262463600000004,castle,Zamek w Oporowie,yes,,,,,,,,Q9386697,,,,pl:Zamek w Oporowie,,,,,,,,,,,,,,,,,,,,multipolygon,,LD00479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,relation/17826448,POINT (19.860265982204787 51.13985015),19.860265982204787,51.13985015,castle,Zamek w Bąkowej Górze,yes,,,defensive,,,,,Q30092488,zamkilodzkie.pl,,,,,,,,,http://www.zamkilodzkie.pl/pliki/bakowa_g.html,"Dwór obronny w Bąkowej Górze wzniesiony w XV wieku, oraz dwór Małachowskich z XVII wieku",,yes,customers,,,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,Zamek w Bąkowej Górze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,relation/17883153,POINT (19.57630730118281 53.395616849999996),19.57630730118281,53.395616849999996,castle,Zamek Biskupów Chełmińskich w Kurzętniku,yes,,,defensive,,,,,Q9386666,,,,pl:Zamek w Kurzętniku,,,,,,,,,,yes,,,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,relation/17883868,POINT (21.873872149999997 52.700937800000005),21.873872149999997,52.700937800000005,castle,Zamek Biskupów Płockich w Broku,yes,,,defensive,,,,,Q18431640,,,2,pl:Zamek biskupów płockich w Broku,,nid,A-390 z 17.11.1959,,1617,,,,,yes,,,,,Burg Brok,,medieval,,Zamek w Broku,multipolygon,,,,,Castle in Brok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,relation/17883878,POINT (19.19536776047095 53.759341649999996),19.19536776047095,53.759341649999996,castle,Zamek Kapituły Pomezańskiej w Prabutach,yes,,,defensive,,,,,Q16619061,,,,pl:Zamek w Prabutach,,,,,1276,,,,,yes,,,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,relation/17885631,POINT (18.564207161414792 53.2518442),18.564207161414792,53.2518442,castle,Zamek Krzyżacki w Papowie Biskupim,yes,,,defensive,,,,,Q14906500,,,,pl:Zamek w Papowie Biskupim,,,,,1375,,,,,yes,,,,,,,medieval,,Zamek Krzyżacki w Papowie Biskupim,multipolygon,,,,,Teutonic Castle in Papowo Biskupie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,relation/17885632,POINT (18.651369322603664 53.266492400000004),18.651369322603664,53.266492400000004,castle,Zamek Krzyżacki w Lipienku,yes,,,defensive,,,,,Q29974596,,,,pl:Zamek w Lipienku,,,,,1325,,,,,yes,,,,,Burg Leipe,,medieval,,Zamek Krzyżacki w Lipienku,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,relation/17886120,POINT (19.34436398156613 53.924224249999995),19.34436398156613,53.924224249999995,castle,Zamek Krzyżacki w Dzierzgoniu,yes,,,defensive,,,,,Q9386629,,,,pl:Zamek w Dzierzgoniu,,,,,1248,,,,,yes,,,,,Ordensburg Christburg,,teutonic,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,way/1525317668,POINT (21.13908892388316 53.84170365),21.13908892388316,53.84170365,castle,Pałac w Sorkwitach,yes,,,palace,,,,,Q11815037,,,,pl:Pałac w Sorkwitach,,,,3,1856,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,relation/17994843,POINT (15.89679196376117 51.41799185),15.89679196376117,51.41799185,castle,Zamek Książąt Legnicko-Brzeskich- Pałac w Chocianowie,palace,15,59-140,palace,,,,Chocianów,Q11814932,chocianow.e-mapa.net,Tadeusza Kościuszki,,pl:Pałac w Chocianowie,,,,,1297,,,,,private,,,,,,,,,,multipolygon,Zamek Książąt Legnicko-Brzeskich w Chocianowie,,,,,,,,,,,,,,,,,brick,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,Schloss Kotzenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,relation/18234489,POINT (18.09223188656841 51.76453345),18.09223188656841,51.76453345,castle,Fundamenty Zamku Królewskiego,,,,,,,,,Q9386531,,,,pl:Zamek Królewski w Kaliszu,,,,,,,,,yes,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,relation/18353759,POINT (16.58600484679969 50.9431778),16.58600484679969,50.9431778,castle,Pałac w Domanicach,yes,25,55-081,palace,emuia.gugik.gov.pl,0877039,Domanice,,,,,,,,,,3,XIIIw.,,,,,private,,,,,,,,,,multipolygon,,,,,,,,mansard,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,relation/18673388,POINT (16.916661692674403 51.48234645),16.916661692674403,51.48234645,castle,Pałac Hatzfeldtów,yes,,,palace,,,,,,,,,,attraction,,,,,,,,yes,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,relation/18874244,POINT (19.9352079597046 52.36839615),19.9352079597046,52.36839615,manor,Pałac w Słubicach,yes,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,relation/19076273,POINT (15.527199386950546 51.66001885),15.527199386950546,51.66001885,castle,Pałac z 2. poł. XVI w,palace,,,palace,,,,,,,,yes,,,,,,,https://youtu.be/UD0mvophJow?si=dastdKl_Am8byaVR,,,,,,https://photos.app.goo.gl/ShERWv7T5C4Pf6ib7,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,relation/19109599,POINT (17.272953412266666 50.8435597),17.272953412266666,50.8435597,castle,Pałac w Oleśnicy Małej,residential,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,relation/19310644,POINT (16.738082031947545 50.50099555),16.738082031947545,50.50099555,castle,Zamek w Bardzie,yes,,,defensive,,,,,,,,,,,,,,1288?,,,,,yes,,,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,relation/19386888,POINT (18.965407010001357 52.15313515),18.965407010001357,52.15313515,castle,Zamek w Besiekierach,yes,,,castle,,,,,Q4896284,,,,pl:Zamek w Besiekierach,,,,,1502,,,https://www.zamki.pl/?idzamku=besiekiery,,yes,,,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,relation/19417155,POINT (19.828484049489795 50.1614639),19.828484049489795,50.1614639,castle,Zamek Syrokomlów w Białym Kościele,yes,,,defensive,,,,,,,,,,,,,,XIVw.,,,,,yes,,,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,relation/19417169,POINT (23.4748339513749 51.155721299999996),23.4748339513749,51.155721299999996,castle,Wieża Rycerska w Bieławinie,yes,,,towerhouse,,,,,,,,,,,,,,VIw.,,"Zamek ten dał początek osadzie, później miastu Chełm.",https://www.zamki.pl/?idzamku=bielawin,,yes,,,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,relation/19417206,POINT (16.84872924469697 50.6179172),16.84872924469697,50.6179172,castle,Zamek Bobolicki,yes,,,manor,,,,,,,,,,,,,,1615,,,https://www.zamki.pl/?idzamku=bobolicew,,,,,,,,,medieval,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
